NPs	coresize	hydrosize	surfcharge	surfarea	Hsf	Ec	Ev	MeO	Cellline	Celltype	Expotime	dosage	enthalpy	ratio	e	esum	esumbyo	MW	NMetal	NOxygen	ox	viability	class
ZnO	60	320	-7.5	7.34	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	91.6649	nonToxic
ZnO	60	320	-7.5	7.34	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	20	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	38.9018	Toxic
ZnO	60	320	-7.5	7.34	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	40	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	23.9147	Toxic
ZnO	60	320	-7.5	7.34	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	80	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	10.8779	Toxic
ZnO	60	936	-2.4	7.34	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	100	nonToxic
ZnO	60	936	-2.4	7.34	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	5	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	97.6187	nonToxic
ZnO	60	936	-2.4	7.34	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	81.297	nonToxic
ZnO	60	936	-2.4	7.34	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	20	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	23.4014	Toxic
ZnO	60	936	-2.4	7.34	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	40	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	9.8514	Toxic
ZnO	60	936	-2.4	7.34	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	80	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	10.9805	Toxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	48	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	100.2654	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	48	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	96.4053	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	48	15	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	100.5549	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	48	20	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	82.0748	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	48	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	63.3293	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	48	30	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	60.0724	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	48	35	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	59.6381	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	48	40	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	63.9807	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	48	80	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	55.6333	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	24	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	100.4584	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	24	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	105.4524	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	24	15	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	100.6755	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	24	20	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	93.2207	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	24	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	75.8987	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	24	30	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	71.2666	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	24	35	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	69.5296	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	24	40	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	69.9156	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	24	80	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	49.9397	Toxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	6	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	100.6514	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	6	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	104.994	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	6	15	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	101.0374	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	6	20	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	105.38	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	6	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	76.6224	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	6	30	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	59.8311	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	6	35	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	55.9711	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	6	40	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	53.6309	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	6	80	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	60.2171	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	3	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	100.5066	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	3	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	101.9783	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	3	15	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	92.5694	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	3	20	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	86.4897	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	3	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	64.994	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	3	30	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	57.0808	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	3	35	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	57.0326	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	3	40	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	50.2292	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	3	80	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	61.7732	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	48	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	100.1351	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	48	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	77.2072	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	48	15	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	71.6667	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	48	20	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	55.8446	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	48	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	9.8311	Toxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	48	30	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	8.5811	Toxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	48	35	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	7.2973	Toxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	48	40	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	7.0721	Toxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	24	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	100.1126	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	24	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	79.8649	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	24	15	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	80.4054	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	24	20	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	73.0405	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	24	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	15.1351	Toxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	24	30	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	11.7568	Toxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	24	35	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	9.7973	Toxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	24	40	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	8.8514	Toxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	24	80	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	-3.8739	Toxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	6	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	100.2027	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	6	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	95.6081	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	6	15	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	86.2162	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	6	20	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	81.0811	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	6	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	72.3649	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	6	30	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	68.0405	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	6	35	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	60.7432	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	6	40	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	56.6892	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	6	80	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	30	Toxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	3	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	100.2703	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	3	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	97.3649	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	3	15	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	90.8784	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	3	20	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	89.6622	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	3	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	76.8018	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	3	30	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	71.036	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	3	35	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	64.6396	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	3	40	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	61.6667	nonToxic
ZnO	100	273.4	-11.7	20	-3.608	-3.89	-7.2	5.67	SHSY5Y	Cancer	3	80	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	48.2432	Toxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	101.5007	nonToxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	1.56	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	91.678	nonToxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	3.13	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	87.4215	nonToxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	6.25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	67.94	nonToxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	12.5	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	4.7476	Toxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	2.292	Toxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	50	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	7.367	Toxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	101.3115	nonToxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	1.56	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	98.0328	nonToxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	3.13	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	86.7213	nonToxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	6.25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	78.8525	nonToxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	12.5	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	25.082	Toxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	5.2459	Toxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	50	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	8.6066	Toxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	101.3115	nonToxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	1.56	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	111.3115	nonToxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	3.13	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	91.3115	nonToxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	6.25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	88.0328	nonToxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	12.5	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	89.0164	nonToxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	55.9016	nonToxic
ZnO	86	687	31.3	7	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	50	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	51.9672	nonToxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	101.337	nonToxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	1.56	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	85.457	nonToxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	3.13	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	83.8199	nonToxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	6.25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	64.0109	nonToxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	12.5	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	2.4557	Toxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	1.9645	Toxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	50	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	4.2565	Toxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	101.3115	nonToxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	1.56	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	99.1803	nonToxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	3.13	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	88.6885	nonToxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	6.25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	81.4754	nonToxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	12.5	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	17.8688	Toxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	4.7541	Toxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	50	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	4.4262	Toxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	101.1475	nonToxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	1.56	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	111.2295	nonToxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	3.13	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	106.3115	nonToxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	6.25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	106.5574	nonToxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	12.5	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	73.4426	nonToxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	55.6557	nonToxic
ZnO	52	640	29.4	15	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	50	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	54.5902	nonToxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	101.4501	nonToxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	1.56	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	78.3037	nonToxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	3.13	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	68.7825	nonToxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	6.25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	58.6046	nonToxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	12.5	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	34.6375	Toxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	1.4364	Toxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	50	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	3.2832	Toxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	101.6644	nonToxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	1.56	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	99.3724	nonToxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	3.13	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	90.8595	nonToxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	6.25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	78.7449	nonToxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	12.5	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	63.8472	nonToxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	15.5525	Toxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	50	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	2.292	Toxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	100.9756	nonToxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	1.56	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	99.8374	nonToxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	3.13	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	84.878	nonToxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	6.25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	84.065	nonToxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	12.5	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	79.187	nonToxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	35.6098	Toxic
ZnO	7.5	795	27.4	90	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	50	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	21.626	Toxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	102.2896	nonToxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	1.56	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	80.6069	nonToxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	3.13	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	72	nonToxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	6.25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	69.3517	nonToxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	12.5	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	11.7517	Toxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	3.5586	Toxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	72	50	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	4.3035	Toxic
